2   460930.4    14720.9269635792
4  334399.3    12156.0661573828
6  529571.8    9453.3229021781
8  366261.1    3325.9847383995
10  475187.3    11896.1707272295
12  339543.1    4933.4309777867
14  536182.9    7628.7467820738
16  352901.9    2077.7364554329
