1   409980.1    19072.3627615985
3   319367.2    14769.7654900133
5   490343.5    9058.1395162987
7   344736.8    28513.962660223
9   391132.5    16017.6042845987
11   317415.7    16919.089517901
13   480756  5195.2710863922
15   348544.2    26617.0106711811
