#	bs	mp	fsize	write	err	read	err	rand read	err	rand write	err
1	4096	1	64k	451570.7	9297.69	1321524.4	47627.21	1670492.4	112917.96	1381134.6	63144.52
2	4096	1	64m	497425.5	10702	1250613.8	29998.17	1248367.5	21404.51	1043808.8	19177.72
3	4096	2	64k	455571.6	14213.81	1472739.5	35582.31	1897295.7	47720.78	1562092.5	27311.3
4	4096	2	64m	527761.2	5409.14	1341273.6	9808.54	1347318.8	10631.19	1149853.7	19940.58
5	1024	1	64k	340628.4	7352.1	1361799.5	78273.55	1803120.6	102262.2	1479190.7	26967.04
6	1024	1	64m	352381.3	6224.23	1220912.3	110078.7	1279398.1	21449.13	1081327.1	11845.7
7	1024	2	64k	345000.5	8773.94	1496543.6	16793.96	1866376.4	114294.55	1562449.7	31248.78
8	1024	2	64m	356231.3	19845.94	1308722.8	52469.7	1335333.9	30861.54	1141124.7	28326.2
